permit_number,s_name,s_address,city,z_code,p_fee,c_number,contractor,permit_specifications,square_feet,is_the_building_occupied,i_date,e_date,achd_inspector,job_complete,is_permit_date_extended,permit_o_e_date,project_type,latitude,longitude
PAA150507,ALLEGHENY GENERAL HOSPITAL,320 EAST NORTH AVE.,PITTSBURGH,15212,650,1066,357,SHEET FLOORING IN RADIOLOGY 01 LEVEL,2000,t,2015-10-29,2016-10-29,2,t,f,2015-12-31,,40.457069446526,-80.0036975361617
PAA150508,UPMC MERCY HOSPITAL,1400 LOCUST ST,PITTSBURGH,15219,150,4604,317,FLOOR TILE/MASTIC ON 7TH FLOOR ROOM 220,294,t,2015-10-22,2015-11-30,2,t,f,2015-10-31,,40.4360439740714,-79.9854587006851
PAA150509,,710 MONONGAHELA AVE.,GLASSPORT,15045,650,14909,310,FLOOR TILE/MASTIC ON 1ST FLOOR WORK AREA AND CAULKING ON WINDOWS/DOOR,1563,f,2015-10-21,2015-12-18,2,t,f,2015-12-18,,40.3239016185904,-79.8926741686411
PAA150510,UNIVERSITY OF PITTSBURGH APPLIES RESEARCH CENTER,3170 WILLIAM PITT WAY,PITTSBURGH,15238,650,14012,412,"FLOOR TILE/MASTIC BUILDING B-4 CORRIDOR AND ROOMS 337,338,339",1600,t,2015-10-30,2015-11-02,2,t,f,2015-11-02,,40.5449997734214,-79.8271432746162
PAA150511,FORT PITT TUNNEL,SR 376 SECTION 57,PITTSBURGH,,150,12285,362,O&M PLAN,0,t,2015-10-28,2015-12-31,2,f,f,2015-12-31,,,
PAA150512,,2214 E.CARSON STREET,PITTSBURGH,15203,650,151,335,"VAT/MASTIC ON 1ST FLOOR,FLUE ON GARAGE ROOF,BOILER LINING IN BOILER ROOM AND DOOR CAULKING",5720,f,2015-10-21,2015-10-30,2,t,f,2015-10-30,,40.428364978043,-79.973647811497
PAA150513,CARNEGIE LIBRARY KNOXVILLE BRANCH,400 BROWNSVILLE AVE.,PITTSBURGH,15210,650,108869,303,ROOFING,7240,f,2015-10-27,2015-12-27,2,t,f,2015-12-27,,40.4132526275658,-79.9891288578756
PAA150514,,3103 VERSAILLES AVE.,MCKEESPORT,15132,350,14926,310,"FLOOR TILE,LINOLEUM ON 2ND FLOOR AND SEALANT TAR ON ROOFING",495,f,2015-10-29,2015-12-31,2,t,f,2015-12-31,,40.3451401061251,-79.8406544491261
PAA150515,ALCOA BUILDING,611 WILLIAM PENN PL,PITTSBURGH,15222,150,25649,429,O&M PLAN,0,t,2015-10-23,2015-12-31,2,f,f,2015-12-31,,40.44141306695,-79.9966615319616
PAA150516,WTAE STUDIO FACILITY,400 ARDMORE BOULEVARD,PITTSBURGH,15221,150,14085,412,O&M PLAN,0,f,2015-10-26,2015-12-31,2,f,f,2015-12-31,,40.4358420151255,-79.8686704853968
PAA150517,,1 CEDAR BLVD,PITTSBURGH,15228,350,14966,310,PIPE INSULATION AND FITTINGS THROUGHOUT GROUND FLOORS,693,t,2015-11-02,2015-12-31,2,t,f,2015-12-31,,40.3816774507514,-80.0448274598193
PAA150518,,3107 VERSAILLES AVE.,MCKEESPORT,15132,350,14927,310,"PLASTER UNDERCOAT ON 1ST FLOOR BAR AREA,PIPE INSULATION IN BASEMENT AND TAR ON ROOF",893,f,2015-10-27,2015-12-31,2,t,f,2015-12-31,,40.3451106733632,-79.8403062574625
PAA150519,PITTSBURGH ATHLETIC ASSOCIATION,4215 FIFTH AVE,PITTSBURGH,15213,650,14998,310,BOILER INSULATION IN BOILER ROOM,2400,t,2015-11-10,2016-11-10,2,t,f,2015-12-31,,40.4449467946505,-79.9545910766386
PAA150520,PHILIP MURRAY,800 RECTENWALD STREET,PITTSBURGH,15210,650,15007,320,"FLOOR TILE/MASTIC,BOILERS IN ROOM 953,PIPE INSULATION AND FITTINGS,MASTIC ON SINKS AND CONTAMINATED SOIL",29494,t,2015-11-02,2015-12-31,2,t,f,2015-12-31,,40.4085776579566,-79.9794061949101
PAA150521,,123 TRENT STREET,PITTSBURGH,15219,650,13406,360,"DOOR/WINDOW CAULKING,FLOOR TILE SHEETING ON 1ST/2ND FLOORS,DUCT WRAP/BOILER INSULATION IN BASEMENT AND ROOFING",1540,f,2015-10-23,2016-10-23,2,t,f,2016-10-23,,40.4457602007151,-79.9794205494755
PAA150522,,1407 FREEPORT ROSD,NATRONA HEIGHTS,15065,650,4231,326,"SHEET FLOORING,WHITE CAULKING,VERMICULITE AND BROWN SEALANT",1132,f,2015-11-02,2015-12-30,2,t,f,2015-12-30,,40.6181058078544,-79.7326008699079
PAA150523,UNIVERSITY OF PITTSBURGH APPLIED RESEARCH CENTER,3170 WILLIAM PITT WAY,PITTSBURGH,15238,350,14150,412,"FLOOR TILE/MASTIC IN BUILDING A-6 ROOMS 132,130",400,t,2015-11-04,2015-11-06,2,t,f,2015-11-06,,40.5449997734214,-79.8271432746162
PAA150524,WTAE STUDIO FACILITY,400 ARDMORE BLVD,PITTSBURGH,15221,150,14149,412,PIPE INSULATION/FITTINGS ON 1ST AND 2ND FLOORS,510,t,2015-11-04,2015-12-30,2,t,f,2015-12-30,,40.4358420151255,-79.8686704853968
PAA150525,CITY COUNTY BUILDING,414 GRANT STREET,PITTSBURGH,15219,150,13501,360,FLOOR TILE/MASTIC IN ROOM 314,234,f,2015-11-07,2016-11-17,2,t,f,2016-11-17,,40.4381146583578,-79.9968595061029
PAA150526,CVS,1409 FREEPORT ROAD,NATRONA HEIGHTS,15065,650,4232,326,FLOOR TILE IN BASEMENT/SOUTHSIDE ENTRANCE AND BASE/SKIM COAT IN BEDROOM/LIVING AREA,2500,f,2015-11-09,2015-12-30,2,t,f,2015-12-30,,40.6182039505253,-79.7324087335436
PAA150527,ALLEGHENY GENERAL HOSPITAL,320 E.NORTH AVE.,PITTSBURGH,15212,360,1075,357,"VCT/MASTIC LEVEL 01 MAIN,NUCLEAR CAMERA ROOM #2",400,t,2015-11-20,2015-12-31,2,t,f,2015-12-31,,40.457069446526,-80.0036975361617
PAA150528,EASTER SEALS BUILDING,2525 RAILROAD STREET,PITTSBURGH,15222,650,1067,357,"VCT/MASTIC IN OFFICES/RESTROOMS,SINK COATING IN REST ROOMS,WINDOW CAULKING,FIRE DOORS AND ROOFING",68850,f,2015-11-09,2016-11-09,2,t,t,2015-12-31,,,
PAA150529,BEECHVIEW SENIOR CENTER,1553 BROADWAY AVE.,PITTSBURGH,15216,650,15019,310,FLOOR TILE AND UNDERLAYMENT ON 1ST AND 2ND FLOORS,3622,t,2015-11-16,2015-12-31,2,t,f,2015-12-31,,40.4107465154611,-80.0246495084353
PAA150530,STRIP MALL - MOON TOWNSHIP,7500 UNIVERSITY BLVD,CORAOPOLIS,15108,350,3858,316,FLOOR TILE ON CONCRETE SLAB AT VACANT SITE,900,f,2015-11-09,2015-12-31,2,t,f,2015-12-31,,40.5156070895362,-80.2241448500048
PAA150531,THE OLIVER BUILDING,535 SMITHFIELD STREET,PITTSBURGH,15222,650,10440,345,"PIPE INSULATION,FLOOR TILE/MASTIC AND GLUE SPOTS THROUGHOUT BUILDING",2000,t,2015-11-20,2016-11-20,2,t,f,2016-11-20,,40.441402452878,-79.9980334031628
PAA150532,"ACHD - LAWRENCEVILLE,BUILDING 7",3901 PENN AVE,PITTSBURGH,15224,650,13505,360,FLOOR TILE/MASTIC IN BASEMENT AND 1ST FLOOR,2640,t,2015-11-17,2016-11-17,2,t,f,2016-11-17,,40.465556298995,-79.9602944506386
PAA150533,ALLEGHENY COUNTY OFFICE BUILDING,542 FORBES AVE.,PITTSBURGH,15219,350,13536,360,"PIPE WRAP IN WOMENS ROOM 610,7TH FLOOR AND BASEMENT",327,t,2015-11-10,2016-11-10,2,t,f,2016-11-10,,40.4377527428062,-79.9958806222119
PAA150534,,724 KELLY AVE.,WILKINSBURGH,15221,150,41780,301,PIPE INSULATION IN BASEMENT OF TOWER C AND FLOOR TILE ON STAIRWELL LANDING IN TOWERS B/C,170,f,2015-11-09,2015-12-31,2,t,f,2015-12-31,,40.4396858284388,-79.8865028237743
PAA150535,INDUSTRIAL FACILITY,60 38TH STREET,PITTSBURGH,15201,650,101987,420,"FLOOR TILE, ROOF PANELS, WINDOW CAULKING AND GLAZING",4000,f,2015-11-16,2015-12-31,3,t,f,2015-12-31,,40.4684132601787,-79.967558929195
PAA150536,NORTH ALLEGHENY SCHOOL DISTRICT - MAINTENANCE BUILDING,400 HILLVUE LN,PITTSBURGH,15237,350,4617,317,TRANSITE SIDING,650,f,2015-11-28,2015-12-28,2,t,f,2015-12-28,,40.5692933025411,-80.0333279642368
PAA150537,DRIVE TIME,7211 MCKNIGHT RD,PITTSBURGH,15237,650,3862,316,"VAT/MASTIC IN SHOWROOM,FLOOR MASTIC IN BACKROOM,DRYWALL COMPOUND IN PARTS DEPT. AND ROOF TAR",4250,f,2015-11-19,2016-11-19,2,t,f,2016-11-19,,40.5353029137387,-80.0118338122143
PAA150538,,5235 THROUGH 5271 DYKE STREET 14 BUILDINGS,PITTSBURGH,15207,650,7274,331,"FLOOR TILE,WINDOW CAULKING,DUCT WRAP/PAPER AND ROOFING",2095,f,2015-11-25,2015-11-30,2,t,f,2015-11-30,,,
PAA150539,FOX CHAPEL HIGH SCHOOL,611 FIELD CLUB ROAD,PITTSBURGH,15238,150,3575,320,FLOOR TILE/MASTIC IN CORRIDOR,150,t,2015-11-26,2015-12-01,2,t,f,2015-12-01,,40.5181068090316,-79.8686773482571
PAA150540,DIOCESAN PASTORAL CENTER,111 BOULEVARD OF THE ALLIES,PITTSBURGH,15222,150,45229,308,FLOOR TILE ON 3RD AND 5TH FLOORS,825,t,2015-12-28,2015-12-31,2,t,f,2015-12-31,,40.4395296997538,-80.0044366428394
PAA150541,VERIZON,15 MONTGOMERY PL,PITTSBURGH,15212,150,4619,317,PIPE INSULATION IN BASEMENT JANITOR ROOM,224,t,2015-11-30,2015-12-11,2,t,f,2015-12-11,,40.4543665848332,-80.0054756919845
PAA150542,WEST PENN HOSPITAL,4800 FRIENDSHIP AVE.,PITTSBURGH,15224,350,3863,316,VAT/MASTIC AND PIPING IN GR515,260,t,2015-11-20,2016-10-31,2,t,f,2016-10-31,,40.4621317678598,-79.9462630434165
PAA150543,OUR LADY HELP OF CHRISTIANS' SCHOOL,437 TURRETT STREET,PITTSBURGH,15206,650,164,335,"VAT ON GROUND,2ND,3RD FLOORS AND TSI IN ROOMS 139,239,339",29650,f,2015-11-18,2015-12-04,2,f,f,2015-12-04,,40.4622992105505,-79.9098771086398
PAA150544,ALLEGHENEY COUNTRY CLUB - TENNIS BUILDING,250 COUNTRY CLUB ROAD,SEWICKLEY,15143,150,3864,316,PIPE INSULATION,180,t,2015-11-16,2015-12-31,2,t,f,2015-12-31,,40.5614913581908,-80.1647211044954
PAA150545,,5739 CENTRE AVE.,PITTSBURGH,15206,650,4620,317,"FLOOR TILE/MASTIC ON SALES FLOOR,WINDOW CAULKING ON FRONT WINDOWS AND ROOFING",1802,f,2015-11-30,2016-11-30,2,t,f,2015-12-10,,,
PAA150546,,5743 CENTRE AVE.,PITTSBURGH,15206,650,4620,317,"FLOOR TILE/MASTIC ON 2ND FLOOR,SEAM TAPE ON FLUE AND ROOFING",2506,f,2015-11-30,2016-11-30,2,t,t,2015-12-10,,,
PAA150547,CARNEGIE MELLON UNIVERSITY - MELLON INSTITUTE,4400 FIFTH AVE.,PITTSBURGH,15213,350,10447,345,FLOOR TILE/MASTIC AND PIPE INSULATION IN ROOM 321,735,t,2015-12-04,2015-12-30,2,t,f,2016-12-30,,40.4461195669321,-79.9510604617804
PAA150548,,5900 PENN AVE.,PITTSBURGH,15206,650,6214,340,"BOILER INSULATION IN BASEMENT AND 2ND FLOOR,VAT ON 1ST FLOOR",1700,f,2015-12-01,2016-06-30,2,t,f,2016-04-29,,40.4619010899526,-79.9267858874333
PAA150549,COUNTY OWNED BUILDINGS,542 FORBES AVE.,PITTSBURGH,15219,150,13610,360,O&M PLAN,0,t,2015-11-20,2015-12-31,2,f,f,2015-12-31,,40.4377527428062,-79.9958806222119
PAA150550,MOON STRIP MALL,7500 UNIVERSITY BLVD,CORAOPOLIS,15108,150,3872,316,TRANSITE PIPING,200,t,2015-11-22,2015-12-30,2,t,f,2015-12-30,,40.5156070895362,-80.2241448500048
PAA150551,ALCOA PAINT PLANT,401 BARKING ROAD,NEW KENSINGTON,15068,650,9073,434,TRANSITE ON COOLING TOWER #2,1520,f,2015-12-07,2015-12-31,2,t,f,2015-12-31,,40.5330192661,-79.7776114946051
PAA150553,ALLEGHENY CENTER - BUILDING #1,100 SOUTH COMMONS,PITTSBURGH,15212,150,14280,412,O&M PLAN,0,t,2015-11-30,2015-12-31,2,f,f,2015-12-31,,40.4510114242591,-80.0051923989784
PAA150554,ALLEGHENY CENTER - BUILDING #2,100 SOUTH COMMONS,PITTSBURGH,15212,150,14279,412,O&M 0PLAN,0,t,2015-11-30,2015-12-31,2,f,f,2015-12-31,,40.4510114242591,-80.0051923989784
PAA150555,POST STREET WAREHOUSE,430 44TH STREET,PITTSBURGH,15224,150,3908,364,FLOOR TILE/MASTIC IN 2 OFFICES ON MAIN FLOOR,270,t,2015-12-09,2015-12-31,2,t,f,2015-12-31,,40.4675579098422,-79.9544241595533
PAA150552,LOGAN SCHOOL,5851 KEYSTONE DRIVE,BETHEL PARK,15102,650,3581,320,"VAT/MATIC THROUGH OUT,CHALKBOARD/MASTIC IN CLASS ROOMS,CEMENT BOARD IN LOCKER ROOMS,FITTINGS/BREECHING/BOILER/FIRE DOOR IN BOILER ROOM, PIPE INSULATION IN TUNNEL AND ROOF DRAINS",21967,f,2015-11-30,2016-05-01,2,t,f,2016-05-01,,40.3104559649969,-80.0369842949537
PAA150556,FORMER LARGE HOTEL,5100 OAK ROAD,JEFFERSON HILLS,15025,650,120,429,TRANSITE SIDING,1200,f,2015-12-01,2016-01-31,3,t,f,2016-01-31,,40.2938963354653,-79.9181259827448
PAA150557,"PPG INDUSTRIES, INC.",151 COLFAX STREET,SPRINGDALE,15144,150,15103,310,FLOOR TILE/MASTIC IN ROOM 204,275,t,2015-12-11,2015-12-31,2,t,f,2015-12-31,,40.5380985883669,-79.7843064906394
PAA150558,CHAMBER OF COMMERCE BUILDING,411 SEVENTH AVE,PITTSBURGH,15219,150,1018,412,FLOOR TILE/MASTIC ON 8TH FLOOR KITCHEN AREA,480,f,2015-12-15,2015-12-30,2,t,f,2015-12-30,,40.4429013742763,-79.9962852848508
PAA150559,GENERAL BRADDOCK TOWERS,620 SIXTH STREET,NORTH BRADDOCK,15104,650,6199,340,VAT/MASTIC IN 102 UNITS ON 1ST THROUGH 8TH FLOORS,170000,t,2015-12-01,2016-12-01,2,t,t,2016-06-30,,40.4052035659405,-79.8639030732753
PAA150560,FORBES HOSPITAL,2570 HAYMAKER ROAD,MONROEVILLE,15146,650,1081,357,"VAT/MATIC ON 4TH FLOOR NORTH,A-WING",6000,t,2015-12-28,2016-12-28,2,t,f,2016-06-30,,40.4282603186906,-79.7476530188951
PAA150561,THE VERLAND FOUNDATION,212 IRIS ROAD,SEWICKLEY,15143,650,3875,316,VAT/MASTIC ON 1ST FLOOR,1750,t,2015-12-14,2016-12-14,2,f,f,2016-12-14,,40.549137214875,-80.1101833675511
PAA150562,CBC INNOVIS,875 GREENTREE ROAD,PITTSBURGH,15220,350,1269,412,FLOOR TILE/MASTIC ON 1ST FLOOR STOREROOM  AND 3RD FLOOR IDF ROOM,470,t,2015-12-19,2015-12-30,2,t,f,2015-12-30,,40.4245205327892,-80.0417456308577
PAA150563,VERIZON - PITCARIN,2806 BROADWAY BLVD,MONROEVILLE,15146,650,4632,317,ROOFING,18000,t,2015-12-07,2015-12-31,2,t,f,2015-12-31,,40.3967719518376,-79.7931854023557
PAA150564,MONROEVILLE MALL ANNEX - DICK'S,501 MALL CIRCLE DRIVE,MONROEVILLE,15146,650,3907,364,FLOOR MASTIC IN RETAIL AREA,30000,f,2015-12-08,2016-01-30,2,t,f,2016-01-30,,40.4295435798765,-79.7973540397122
PAA150565,NRG CHESWICK POWER STATION,100 PITTSBURGH STREET,SPRINGDALE,15144,650,5106,318,ROOF ABOVE MAINTENANCE SHOP,2400,f,2015-12-09,2015-12-18,2,t,f,2015-12-18,,40.5418861541066,-79.7748736308203
PAA150566,,5706 BARLETT STREET,PITTSBURGH,15217,650,3368,311,"TSI IN BASEMENT,FIRE PLACEINSULATION/GASKETS IN 9 FIREPLACES AND FLOOR TILE IN ROOMS 101,102",1518,f,2015-12-15,2016-01-15,2,t,f,2016-01-15,,40.4356539929405,-79.9247715555534
PAA150567,FOX CHAPEL HIGH SCHOOL,611 FIELD CLUB ROAD,PITTSBURGH,15238,150,3595,320,FLOOR TILE/MASTIC IN CORRIDOR,250,t,2015-12-19,2016-01-04,2,t,f,2015-01-04,,40.5181068090316,-79.8686773482571
PAA150568,MASONIC BUILDING 2,1120 REDDOUR STREET,PITTSBURGH,15212,650,6221,340,"ROOFING,TRANSITE ON CHIMNEY AND WINDOW CAULKING",7410,t,2015-12-15,2016-04-28,2,f,f,2016-04-28,,40.4556376456145,-80.0076261291141
PAA150569,MONTEVERDES - RAILROAD LOADING DOCK,2 RUTGERS ROAD,CRAFTON,15205,650,6215,340,ROOFING,7389,f,2015-12-15,2016-04-28,2,t,f,2016-04-28,,40.4385037771272,-80.0798433019207
PAA150570,WEST PENN HOSPITAL,4800 FRIENDSHIP AVE,PITTSBURGH,15224,650,3876,316,"VAT/MASTIC IN ELEVATOR LOBBY/PARTIAL CORRIDOR,EAST TOWER CONNECTING CORRIDOR,MELLON PAVILION CORRIDOR AND NORTH TOWER CONNECTING CORRIDOR",6750,t,2015-12-18,2016-11-30,2,f,f,2016-11-30,,40.4621317678598,-79.9462630434165
PAA150571,CRABTREE/PARRAN HALL,130 DESOTO STREET,PITTSBURGH,15261,150,3877,316,SOIL IN CRAWLSPACE,7000,t,2015-11-30,2016-04-19,2,f,f,2016-04-19,,40.442924175127,-79.9587050822997
PAA150572,CARLOW UNIVERSITY - TRINITY HALL,3333 FIFTH AVE,PITTSBURGH,15213,350,4635,317,FLOOR TILE/MASTIC IN CLASSROOM #4,769,t,2015-12-21,2015-12-31,2,t,f,2015-12-31,,40.4392965271551,-79.9634127984317
PAA150573,,6400 HAMILTON AVE,PITTSBURGH,15206,650,6218,340,"PIPE INSULATION IN BASEMENT/RAIL DOCK,WINDOW GLAZING ON 3RD FLOOR,VAT/MASTIV ON 2ND FLOOR",6970,f,2015-12-23,2016-04-26,2,f,f,2016-04-26,,40.4595193119148,-79.9156321060044
PAA150574,,2000 OXFORD DRIVE,BETHEL PARK,15102,650,15157,310,FLOOR TILE/MASTIC ON 4TH FLOOR,1390,t,2015-12-11,2015-12-31,2,t,f,2015-12-31,,40.3440447954364,-80.0525463591017
PAA150575,SOUTHLAND SHOPPING CENTER - UNIT 6B,60 CLAIRTON BLVD,PLEASANT HILLS,15236,650,15156,310,FLOOR TILE/MASTIC IN FRONT OF UNIT 6B,3000,t,2015-12-23,2015-12-31,2,t,f,2015-12-31,,40.3292933878063,-79.946031913964
PAA150576,DUQUESNE UNIVERSITY - MELLON HALL,600 FORBES AVE,PITTSBURGH,15282,650,3893,364,SPRAY ON FIREPROOFING AND PIPE INSULATION IN DEANS OFFICE,2900,t,2015-12-16,2016-01-30,2,t,f,2016-01-30,,40.437826212702,-79.9936526271794
PAA150577,GULF TOWER,707 GRANT STREET,PITTSBURGH,15219,350,15143,310,PIPE INSULATION ABOVE CEILING ON 31ST FLOOR,550,t,2015-12-21,2015-12-31,2,t,f,2015-12-31,,40.4425865935344,-79.9952311155013
PAA150578,UNIVERSITY OF PITTSBURGH - SALK HALL,3511 TERRACE STREET,PITTSBURGH,15261,150,3074,341,FLOOR TILE/MASTIC IN ROOM 552,240,t,2015-12-28,2016-01-31,2,t,f,2016-01-31,,40.4421088253675,-79.9626950741214
PAA150579,CARNEGIE MELLON UNIVERSITY - DOHERTY HALL,5000 FORBES AVE,PITTSBURGH,15213,350,10467,345,"FLOOR TILE IN ROOMS 1319,1320 AND 1321",835,t,2015-12-28,2016-01-08,2,t,f,2016-01-08,,40.4442129846549,-79.94339909741
PAA150580,LUMBER YAED,1921 WOODVILLE AVE,PITTSBURGH,15220,650,011636,321,VAT/MASTIC AND WINDOW CLAZING IN SHOWROOM AND WAREHOUSE,3800,f,2015-12-28,2016-02-28,2,t,f,2016-02-28,,40.4338350315098,-80.0318443638754
PAA150581,,310 ELECTRIC AVE,EAST PITTSBURGH,15112,650,6201,340,VAT/MASTIC ON 1ST FLOOR,3500,f,2015-12-29,2016-04-29,2,f,f,2016-04-29,,40.4020606278734,-79.8360804216386
PAA150582,"RUTHRAUFF/SAUER,LLC",400 LOUCUST STREET,MCKEES ROCKS,15136,650,15164,310,FLOOR TILE/MASTIC IN MAIN OFFICE AREA,3398,t,2015-12-28,2015-12-31,1,t,f,2015-12-31,,40.4664015405208,-80.0590505323606
PAA150583,2301 MISSION STREET,2301 MISSION STREET,PIITSBURGH,15203,650,1550,428,FLOOR TILE AND MASTIC,8000,f,2015-12-21,2015-12-31,3,t,f,2015-12-31,,40.4234601825609,-79.973419411581
PAA150584,151-155 BROWNSVILLE ROAD,151-155 BROWNSVILLE ROAD,MOUNT OLIVER,15210,650,7292,331,"151-155 BROWNSVILLE RD - FLOORING AND ROOF FLASHING, REAR HOUSE - TRANSITE SIDING",6900,f,2015-12-31,2016-01-31,3,t,f,2016-01-31,,40.4159285744844,-79.9871423595745
PAA150585,6TH AND PENN GARAGE,542 PENN AVENUE,PITTSBURGH,15222,650,051707,372,FLOOR TILE IN BASEMENT,1100,t,2015-12-22,2016-01-31,3,t,f,2016-01-31,,40.4644536129397,-79.9363129366789
PAA150586,LEETSDALE INDUSTRIAL PARK BUILDING 180,100 LEETSDALE INDUSTRIAL DRIVE,LEETSDALE,15056,650,4646,317,ROOFING MATERIAL,31000,f,2015-12-23,2016-05-31,3,f,f,2016-05-31,,40.5637787128304,-80.2155282479728
PAA150587,WAREHOUSE,100 N LEXINGTON STREET,PITTSBURGH,15208,350,206,335,SKYLIGHT GLASS PANELS COVERED WITH ROOF TAR,560,f,2015-12-31,2016-01-31,3,t,f,2016-01-31,,40.4486903602394,-79.8997488703973
PAA160001,UNIVERSITY OF PITTSBURGH,3412 FORBES AVE,PITTSBURGH,15260,650,2828670,371,O&M PLAN,0,t,2016-01-01,2016-12-31,2,f,f,2017-12-31,,40.4386494675368,-79.9607123239138
PAA160002,VERIZON,15 EAST MONTGOMERY LOWER LEVEL,PITTSBURGH,15210,650,4630,317,O&M PLAN,0,t,2016-01-01,2016-12-31,2,f,f,2016-12-31,,40.4549459834597,-80.0053972158237
PAA160003,VERIZON,416 SEVENTH AVE,PITTSBURGH,15222,650,4629,317,OM PLAN,317,t,2016-01-01,2016-12-31,2,f,f,2016-12-31,,40.4422013687625,-79.9963460757813
PAA160004,NRG POWER MIDWEST LP - CHESWICK/BRUNOT,100 PITTSBURGH STREET,SPRINGDALE,15144,650,05015783,437,O&M PLAN,0,t,2016-01-01,2016-12-31,2,f,f,2016-12-31,,40.5418861541066,-79.7748736308203
PAA160005,USX TOWER,600 GRANT STREET,PITTSBURGH,15219,650,4634,317,O&M PLAN,0,t,2016-01-01,2016-12-31,2,f,f,2016-12-31,,40.4413629674267,-79.9948560626431
PAA160006,UPMC PASSAVANT HOSPITAL,9100 BABCOCK BOULEVARD,PITTSBURGH,15237,650,3915,364,O&M PLAN,0,t,2016-01-01,2016-12-31,2,f,f,2016-12-31,,,
PAA160007,UPMC MCKEESPORT HOSPITAL,1500 FIFTH AVE,MCKEESPORT,15132,650,3916,364,O&M PLAN,0,t,2016-01-01,2016-12-31,2,f,f,2016-12-31,,40.3513577942261,-79.8498321945279
PAA160008,UPMC ANNUAL FOR MULTIPLE SITES,200 LOTHROP STREET,PITTSBURGH,15213,650,3917,364,O&M PLAN,0,t,2016-01-01,2016-12-31,2,f,f,2016-12-31,,40.4422470230786,-79.9609286975283
PAA160009,IPS PENN COIL,1000 OHIO AVE,PITTSBURGH,15045,650,14342,412,INSULATING TAPE O&M PLAN,0,t,2016-01-01,2016-12-31,2,f,f,2016-12-31,,40.3183246196336,-79.8911453203049
PAA160010,US STEEL IRVIN WORKS,PO BOX 878,DRAVOSBURG,15034,650,12423,410,O&M PLAN,0,t,2016-01-01,2016-12-31,2,f,f,2016-12-31,,,
PAA160011,US STEEL CLAIRTON WORKS,400 STATE STREET,CLAIRTON,15025,650,12423,410,O&M PLAN,0,t,2016-01-01,2016-12-31,2,f,f,2016-12-31,,40.2940110111861,-79.8743163626466
PAA160012,US STEEL ET WORKS,1300 BRADDOCK AVE,BRADDOCK,15104,650,12423,410,O&M PLAN,0,t,2016-01-01,2016-12-31,2,f,f,2016-12-31,,40.396500204663,-79.8533340829404
PAA160013,UNIVERSITY OF PITTSBURGH - OAKLAND CAMPUS,3412 FORBES AVE,PITTSBURGH,15260,650,3073,341,O&M PLAN,0,t,2016-01-01,2016-12-31,2,f,f,2016-12-31,,40.4386494675368,-79.9607123239138
PAA160014,BETTIS ATOMIC POWER LABORATORY,814 PITTSBURGH-MCKEESPORT BLVD,WEST MIFFLIN,15122,650,2008645,314,O&M PLAN,0,t,2016-01-01,2016-12-31,2,f,f,2016-12-31,,40.3572354645406,-79.8991410934409
PAA160015,BETTIS ATOMIC POWER LABORATORY,814 PITTSBURGH-MCKEESPORT BLVD,WEST MIFFLIN,15122,650,2008645,319,O&M PLAN,0,t,2016-01-01,2016-12-31,2,f,f,2016-12-31,,40.3572354645406,-79.8991410934409
PAA160016,ASHLAND CHEMICAL,2650 NEVILLE ROAD,PITTSBURGH,16225,650,8680,317,O&M PLAN,0,t,2016-01-01,2016-12-31,1,f,f,2016-12-31,,,
PAA160017,AHN SUBURBAN CAMPUS,100 SOUTH JACKSON AVE,PITTSBURGH,15202,650,8679,308,O&M PLAN,0,t,2016-01-01,2016-12-31,1,f,f,2016-12-31,,40.4945576598034,-80.060750526238
PAA160018,CHAMBER OF COMMERCE BUILDING,411 SEVENTH AVE,PITTSBURGH,15219,650,8681,364,O&M PLAN,0,t,2016-01-01,2016-12-31,1,f,f,2016-12-31,,40.4429013742763,-79.9962852848508
PAA160019,COUNTY OFFICE BUILDING,542 FORBES AVE,PITTSBURGH,15219,150,14418,412,PIPE INSULATION IN 2ND FLOOR BATHROOM CHASE,50,t,2016-01-05,2016-01-06,2,t,f,2016-01-06,,40.4377527428062,-79.9958806222119
PAA160020,,221 ALLEGHENY AVE,OAKMONT,15135,650,011663,321,"VAT ON 1ST FLOOR,GARAGE AND LOBBY",3000,t,2016-01-07,2016-03-28,2,t,f,2016-03-28,,40.3251601607707,-79.8636430358046
PAA160021,UNIVERSITY OF PITTSBURGH - SCAIFE HALL,3550 TERRACE STREET,PITTSBURGH,15261,360,405321,357,CARPET AND ACM GLUE IN S703,320,t,2016-01-06,2016-12-31,2,t,f,2016-12-31,,40.4425805203367,-79.9617920984077
PAA160022,UPMC MCKEESPORT HOSPITAL - MANSFIELD BUILDING,1500 FIFTH AVE,MCKEESPORT,15132,350,3925,364,FLOOR TILE/MASTIC IN 1ST FLOOR - EMPLOYEE HEALTH,1160,t,2016-01-11,2016-01-30,2,t,f,2016-01-30,,40.3513577942261,-79.8498321945279
PAA160023,JOSEPH F.WEIS JR. US COURTHOUSE,700 GRANT STREET,PITTSBURGH,15222,650,3922,364,ACOUSTICAL CEILING IN MECHANICAL ROOM/ROOM 9290,1350,t,2016-01-12,2017-01-11,2,t,f,2017-01-11,,40.4422741604836,-79.9945318961147
